 prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#>
prefix owl: <http://www.w3.org/2002/07/owl#>
select * where {
?a0 rdf:type ?C0.
?C3 owl:disjointWith ?C5.
?p0 rdfs:range ?C1.
?C0 rdfs:subClassOf ?C2.
?C2 rdfs:subClassOf ?C3.
?C1 rdfs:subClassOf ?C5.
?a0 ?p0 ?a1.
}
a0,C0,C3,C5,p0,C1,C2,a1
http://purl.oclc.org/NET/ldr/ns#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.oeg-upm.net/index.php/en/teachers/194-asun
http://purl.oclc.org/NET/ldr/ns#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://mayor2.dia.fi.upm.es/oeg-upm/index.php/en/teachers/33-mcsuarez
http://purl.oclc.org/NET/ldr/ns#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://w3id.org/people/mpoveda/
http://www.disit.org/km4city/schema,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Municipality of Florence, Tuscany Region
http://www.w3.org/2007/05/powder-s,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.andrea-perego.name/foaf/#me
http://www.w3.org/2007/05/powder-s,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/103670676337547906055
http://www.w3.org/2007/05/powder-s,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/106502345197969472018
http://purl.org/dsnotify/vocab/eventset/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Elaheh Momeni Roochi
http://purl.org/dsnotify/vocab/eventset/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/105312542701030847879
http://www.w3.org/ns/sparql-service-description,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/gregory-todd-williams
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.oeg-upm.net/index.php/en/teachers/194-asun
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/u/0/+DavidReyJordan
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/u/0/109521706182203630583
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://es.linkedin.com/pub/dolores-hernandez-maroto/24/a9/325
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/u/0/117418293683410914972
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/u/0/116092916901281712093
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://www.linkedin.com/in/imanolarg
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://www.linkedin.com/in/josemsubero
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.w3c.es/Personal/Martin#me
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://es.linkedin.com/pub/antonio-velasco-lerma/17/36/760
http://datos.gob.es/def/sector-publico/organizacion#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://orcid.org/0000-0002-9260-0753
http://www.ontologydesignpatterns.org/ont/web/irw.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/110896655318036448455
http://www.ontologydesignpatterns.org/ont/web/irw.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/aldo-gangemi
http://www.loc.gov/premis/rdf/v1,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://dbpedia.org/resource/Biblioth%C3%A8que_nationale_de_France
http://contsem.unizar.es/def/sector-publico/pproc,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://webdiis.unizar.es/people/cbobed/
http://contsem.unizar.es/def/sector-publico/pproc,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://www.linkedin.com/in/carlosbecana
http://contsem.unizar.es/def/sector-publico/pproc,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://orcid.org/0000-0002-9260-0753
http://data.ign.fr/def/geofla,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/raphael-troncy
http://data.ign.fr/def/geofla,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/bernard-vatant
http://data.ign.fr/def/geofla,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.eurecom.fr/~troncy/
http://data.ign.fr/def/geofla,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://recherche.ign.fr/labos/cogit/cv.php?prenom=Bénédicte&nom=Bucher
http://rdf.insee.fr/def/geo,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/bernard-vatant
http://rdf.insee.fr/def/geo,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,b59
http://lod.nl.go.kr/ontology/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://listinc.kr/id/listinc
http://lod.nl.go.kr/ontology/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://lod.nl.go.kr/library/011001
http://lod.nl.go.kr/ontology/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,b60
http://ns.inria.fr/prissma/v2#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/113802621697866802939
http://ns.inria.fr/prissma/v2#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://google.com/+IvanHerman
http://www.observedchange.com/moac/ns#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/tomi-kauppinen
http://www.observedchange.com/moac/ns#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/jens-ortmann
http://www.observedchange.com/moac/ns#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/dong-wang
http://elite.polito.it/ontologies/dogont.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Luigi De Russis (luigi.derussis@polito.it, luigidr@gmail.com)
http://purl.oclc.org/NET/muo/ucum/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://amisha.pragmaticdata.com/~gunther/
http://ontology.it/itsmo/v1,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.e-artspace.com
http://data.ign.fr/def/geometrie,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/raphael-troncy
http://data.ign.fr/def/geometrie,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/bernard-vatant
http://data.ign.fr/def/geometrie,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.eurecom.fr/~troncy/
http://data.ign.fr/def/geometrie,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://recherche.ign.fr/labos/cogit/cv.php?prenom=Bénédicte&nom=Bucher
http://purl.org/wai#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Marcos Sacristán
http://purl.org/wai#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Pablo López
http://purl.org/wai#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Emilio Rubiera
http://purl.org/wai#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Diego Berrueta
http://purl.org/wai#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/emilio-rubiera
http://purl.org/wai#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/organization/fundacion-ctic
http://purl.org/wai#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.semanticweb.org/person/diego-berrueta
http://www.w3.org/ns/adms,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/103670676337547906055
http://www.w3.org/ns/adms,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://dbpedia.org/resource/European_Commission
http://www.w3.org/ns/adms,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://google.com/+GofranShukair
http://www.w3.org/ns/adms,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/107629694075463711288
http://ns.inria.fr/emoca,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/113802621697866802939
http://ns.inria.fr/emoca,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://fr.linkedin.com/in/gatemezing
http://ns.inria.fr/emoca,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,b61
http://ns.inria.fr/emoca,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,b62
http://ns.inria.fr/emoca,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,b63
http://securitytoolbox.appspot.com/securityAlgorithms#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/107915931756113239056
http://purl.org/pav/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://orcid.org/0000-0001-6938-0820
http://purl.org/pav/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.paolociccarese.info/foaf.rdf#marco-ocana
http://purl.org/pav/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://orcid.org/0000-0002-0643-3144
http://purl.org/pav/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://orcid.org/0000-0002-5711-4872
http://purl.org/pav/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://sciencecollaboration.org/node/7
http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://users.ics.forth.gr/~tzitzik/
http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Carlo Allocca
http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://users.ics.forth.gr/~marketak/pages/aboutme.html
http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Nikos Minadakis
http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://users.ics.forth.gr/~fafalios/
http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Christina Lantzaki
http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Michalis Mountantonakis
http://purl.org/net/wf-motifs,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.isi.edu/~gil/
http://purl.org/net/wf-motifs,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.cs.man.ac.uk/~carole/
http://purl.org/net/wf-motifs,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://www.oeg-upm.net/index.php/teachers/11-ocorcho
http://purl.org/net/wf-motifs,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/terms/contributor,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,https://plus.google.com/111252485485949924310
